1	0	0.01
3	165	165
5	333.571	126.078
7	278.333	60.7373
9	308.75	38.5938
11	332.688	26.3013
13	315	19.3503
15	325.584	16.0599
17	322.951	15.241
19	315.217	13.9855
21	317.559	14.0894
23	318.536	13.4606
25	318.407	13.1086
27	307.045	11.8622
29	316.034	11.8941
31	306.349	11.546
33	314.438	11.6458
35	322.993	11.3348
37	315.125	10.6108
39	312.073	10.1625
41	319.035	9.96012
43	316.741	9.74241
45	316.058	9.4652
47	315.359	9.11122
49	313.462	8.6082
51	310.154	8.41024
53	312.8	8.05234
55	311.533	7.87241
57	313.002	7.43559
59	307.136	7.05361
61	315.219	6.95864
63	313.019	6.64196
65	309.73	6.35955
67	315.274	6.19137
69	311.296	5.81888
71	309.641	5.59571
73	311.92	5.31973
75	310.926	5.16563
77	310.402	4.9202
79	310.469	4.67413
81	310.105	4.45653
83	313.005	4.34813
85	310.118	4.06296
87	310.386	3.88499
89	309.274	3.6834
91	308.629	3.48339
93	310.589	3.32375
95	309.207	3.09796
97	310.22	2.95972
99	308.86	2.76485
101	309.915	2.62151
103	309.554	2.45
105	309.089	2.29897
107	308.137	2.13051
109	309.816	2.012
111	307.809	1.86032
113	308.32	1.7368
115	309.478	1.62949
117	310.731	1.5384
119	316.978	1.48208
121	324.013	1.46434
123	335.762	1.49038
125	350.601	1.58601
127	368.646	1.78334
129	387.483	2.12464
131	408.884	2.74049
133	429.479	3.99157
135	445.896	6.42792
137	467.567	11.981
139	474.125	26.5044
141	506.143	85.5538
143	501	224.054
145	0	0.01
147	0	0.01
149	0	0.01
151	0	0.01
153	0	0.01
155	0	0.01
157	0	0.01
159	0	0.01
161	0	0.01
163	0	0.01
165	0	0.01
167	0	0.01
169	0	0.01
171	0	0.01
173	0	0.01
175	0	0.01
177	0	0.01
179	0	0.01
181	0	0.01
183	0	0.01
185	0	0.01
187	0	0.01
189	0	0.01
191	0	0.01
193	0	0.01
195	0	0.01
197	0	0.01
199	0	0.01
