12.5	0.0155676	0.199641	0.147028	0.314774	-0.00122479	0.276954
37.5	0.00178998	0.0231031	9.47967e-05	0.0302069	-0.0066393	0.0372975
62.5	0.0281813	0.0031385	0.0262357	0.00441451	-0.0299061	0.00454295
87.5	0.0290141	0.00153826	0.0295162	0.00218283	-0.0289786	0.00219725
112.5	0.0326057	0.00118565	0.031659	0.00166842	-0.0336256	0.00170831
137.5	0.0342154	0.00103543	0.03374	0.00146304	-0.034655	0.00148604
162.5	0.0363958	0.000956693	0.0360518	0.00135059	-0.0366183	0.00137479
187.5	0.038638	0.000911734	0.0376076	0.00128516	-0.0394176	0.00131086
212.5	0.0414653	0.000884891	0.0419107	0.00124684	-0.0415812	0.00127148
237.5	0.0418906	0.000870441	0.0419231	0.00122653	-0.0419281	0.00125232
262.5	0.0440479	0.00086646	0.0433872	0.00122223	-0.0440799	0.0012441
287.5	0.0453222	0.000867958	0.0448104	0.00122192	-0.0457062	0.00125022
312.5	0.0477094	0.000875167	0.0466263	0.00123303	-0.0487675	0.00125847
337.5	0.047559	0.000887678	0.047057	0.00124804	-0.0472839	0.0012787
362.5	0.0490468	0.000910111	0.0494549	0.00128481	-0.0480597	0.0013067
387.5	0.0488199	0.000936081	0.049027	0.00131735	-0.048759	0.00134774
412.5	0.0518776	0.00096631	0.0506948	0.00136208	-0.0529359	0.00138949
437.5	0.0495507	0.00100672	0.0492902	0.00141443	-0.0499826	0.0014506
462.5	0.0515829	0.00105606	0.0516353	0.00148826	-0.051439	0.00151959
487.5	0.0510386	0.00112005	0.0506371	0.00157935	-0.0519334	0.00161089
512.5	0.0540232	0.00119723	0.0557997	0.00169482	-0.0524868	0.00171196
537.5	0.0542927	0.00129318	0.0559507	0.00182734	-0.0525763	0.00185918
562.5	0.0553395	0.00142088	0.0547144	0.00200599	-0.0564911	0.0020396
587.5	0.0556859	0.00159198	0.0554842	0.00224875	-0.0559195	0.00228462
612.5	0.0575911	0.00182731	0.0557967	0.00258482	-0.0600567	0.00262179
637.5	0.0551273	0.00215415	0.0525474	0.00305903	-0.0579766	0.00308405
662.5	0.0603375	0.00260536	0.0609351	0.003692	-0.0598757	0.00374375
687.5	0.053786	0.00333865	0.0534479	0.00475706	-0.0531073	0.00477674
712.5	0.0559255	0.00443587	0.0596046	0.00630684	-0.0517578	0.00641896
737.5	0.0574221	0.00661062	0.063889	0.00947464	-0.0500861	0.00956796
762.5	0.0624307	0.0106282	0.0673492	0.0153958	-0.0527597	0.0155259
787.5	0.0171806	0.018711	0.0192025	0.0281933	-0.0111422	0.0272333
812.5	0.0178761	0.0374827	0.010741	0.0556944	-0.0201959	0.0595446
837.5	0.00730963	0.0736366	-0.0125036	0.100692	0.0517101	0.139612
862.5	-0.0575585	0.138096	-0.0460905	0.216051	0.0107453	0.183847
887.5	0.0214341	0.184915	-0.0493513	0.199653	-0.0179394	0.247689
912.5	0.113593	0.230499	0.0219441	0.217541	0.140896	0.282048
937.5	0.169636	0.230347	0.189587	0.316533	-0.112495	0.292399
962.5	0.105919	0.231318	-0.0512925	0.262613	0.0401632	0.278165
987.5	0.00285289	0.248204	-0.168684	0.314304	-0.0780179	0.332959
1012.5	0.0604762	0.248524	-0.0720683	0.34258	-0.0322776	0.216075
1037.5	0.0272915	0.171433	0.12309	0.251287	0.107631	0.269754
1062.5	0.0523073	0.206891	0.0680874	0.293348	0.0232621	0.387149
1087.5	0.0312789	0.209891	0.190341	0.287475	0.0912485	0.244413
1112.5	0.024	0.289474	0.0642106	0.30333	0.0299876	0.359445
1137.5	-0.037701	0.32799	-0.00247101	0.340741	0.160624	0.294434
1162.5	0.0627658	0.246949	0.0242482	0.335398	0.143578	0.318984
1187.5	-0.0546496	0.262896	-0.0627688	0.226253	-0.0322427	0.345495
1212.5	-0.0701597	0.268705	0.101888	0.275133	0.0734352	0.285801
1237.5	-0.0186046	0.315904	0.0536483	0.439151	0.0424869	0.388457
1262.5	-0.0628894	0.273421	-0.0322524	0.292029	0.0542076	0.317573
1287.5	-0.0660874	0.219639	-0.0148683	0.229848	0.14445	0.338435
1312.5	0.0760177	0.444074	0.0477714	0.31815	-0.0796384	0.505427
1337.5	0.0930371	0.275156	0.0626023	0.336748	0.0402973	0.355502
1362.5	-0.00497548	0.350803	-0.00222142	0.370842	0.016618	0.337581
1387.5	-0.0719729	0.249319	0.0616405	0.271847	0.061105	0.283061
1412.5	0.0664089	0.273065	-0.0400432	0.399372	-0.0669054	0.280588
1437.5	0.00510258	0.297822	-0.0487705	0.374392	-0.12281	0.381682
1462.5	0.0798027	0.254493	0.0916139	0.262229	-0.0425086	0.344808
1487.5	0.0116068	0.326444	0.0495083	0.385688	-0.0673605	0.395343
1512.5	0.0215922	0.309244	0.11083	0.373239	0.0571821	0.341844
1537.5	0.022193	0.385669	-0.168765	0.363614	-0.00612129	0.332543
1562.5	-0.0756545	0.319774	0.0813173	0.350911	0.0788602	0.315636
1587.5	0.162437	0.267467	0.0872323	0.336081	-0.0288218	0.329515
1612.5	-0.0210354	0.357165	-0.144138	0.469853	0.128164	0.331577
1637.5	0.0825473	0.261436	0.179141	0.322667	-0.0990396	0.353076
1662.5	-0.021581	0.427071	0.0175743	0.458566	-0.00346955	0.362389
1687.5	0.0407948	0.406234	0.214854	0.469805	-0.026942	0.410732
1712.5	-0.0195301	0.379367	0.0129467	0.338647	0.0807704	0.324722
1737.5	-0.00308935	0.348858	0.0314467	0.321298	0.04706	0.467607
1762.5	0.104912	0.323735	-0.0244378	0.326333	-0.0782195	0.32606
1787.5	-0.0925355	0.397609	-0.0281453	0.43719	0.0382322	0.376891
1812.5	-0.057508	0.401423	-0.175328	0.480835	0.0426579	0.344699
1837.5	0.221388	0.416107	-0.0682294	0.436	-0.159674	0.489254
1862.5	0.0320314	0.496635	0.0390049	0.479967	0.0748314	0.46719
1887.5	-0.0452181	0.332725	-0.149497	0.389638	0.0659349	0.397301
1912.5	0.0441114	0.381963	0.0982729	0.391826	0.126167	0.439959
1937.5	0.0660192	0.360872	0.0233228	0.404039	-0.0113811	0.418424
1962.5	-0.107153	0.429646	0.0867778	0.613424	0.0510354	0.423741
1987.5	-0.0141151	0.340549	0	0.1	0.0498652	0.411498
