1111	13642	13660
1111	13683	13711
1111	13712	13738
3	13905	13937
2222	13939	13964
4	14077	14100
5	14127	14151
6	14152	14180	
7	14182	14205
8	14206	14237
9	14238	14261
10	14356	14380
11	14397	14421
12	14432	14467
13	14535	14562
14	14563	14591
15	14592	14617
16	14618	14642
17	14643	14667
18	14688	14717
19	14718	14758
20	14759	14782
21	14888	14911
22	14912	14967
23	14968	14994
24	15084	15126
25	15127	15150
26	15172	15211
27	15234	15257
28	15258	15283
29	15285	15296
30	15309	15332
31	15333	15356
32	15448	15477
33	15488	15511
34	15512	15539
35	15540	15563
36	15564	15590
37	15591	15614
38	15615	15639
39	15667	15690
40	15691	15714
41	15715	15739
42	15740	15763
43	15764	15789	 
44	15790	15817 
45	15818	15841
46	15842	15865
47	15867	15890
48	15891	15915
49 	15943	15966
