0 6.9057e-05 1.78304e-05 0.000354485 4.03973e-05
10 0 0 0 0
20 0 0 0 0
30 0 0 0 0
40 3.22266e-05 1.21805e-05 0.000225581 3.22259e-05
50 0.000317662 3.8242e-05 0.00162511 8.64957e-05
60 0.00184152 9.2076e-05 0.00348961 0.000126748
70 0.0052069 0.000154827 0.00483389 0.000149177
80 0.00711287 0.000180959 0.00512392 0.000153587
90 0.00742593 0.000184899 0.00495819 0.000151083
100 0.00662947 0.000174702 0.00456687 0.000144998
110 0.00596192 0.000165673 0.00402364 0.000136102
120 0.00516086 0.000154141 0.00386711 0.000133428
130 0.0044841 0.00014368 0.00347119 0.000126413
140 0.00407436 0.000136958 0.00306146 0.000118718
150 0.00370606 0.000130621 0.00295558 0.000116647
160 0.00329172 0.000123103 0.00250441 0.000107376
170 0.00307073 0.000118899 0.00229264 0.000102736
180 0.00257813 0.000108946 0.00237091 0.000104475
190 0.00250447 0.000107378 0.00203944 9.68967e-05
200 0.00253209 0.000107969 0.0019888 9.56862e-05
210 0.00212696 9.89549e-05 0.00202103 9.64583e-05
220 0.00207171 9.76613e-05 0.00179084 9.07992e-05
230 0.00216379 9.9808e-05 0.00172178 8.90314e-05
240 0.00205329 9.72263e-05 0.00154684 8.43873e-05
250 0.00177707 9.04503e-05 0.00167575 8.78331e-05
260 0.00182771 9.17301e-05 0.00152383 8.3757e-05
270 0.00162514 8.64975e-05 0.00151001 8.33766e-05
280 0.00164356 8.69862e-05 0.00138111 7.97385e-05
290 0.00162975 8.662e-05 0.001487 8.27387e-05
300 0.0015791 8.52636e-05 0.00132126 7.79917e-05
310 0.00164816 8.7108e-05 0.00135809 7.90712e-05
320 0.00151005 8.33784e-05 0.00139492 8.01362e-05
330 0.00142257 8.09274e-05 0.00127062 7.64825e-05
340 0.00143639 8.13193e-05 0.001243 7.56466e-05
350 0.0013351 7.83999e-05 0.00116934 7.3371e-05
360 0.00144099 8.14495e-05 0.00127983 7.67591e-05
370 0.00129367 7.71737e-05 0.00108647 7.07234e-05
380 0.00133971 7.85349e-05 0.0011233 7.19121e-05
390 0.00115555 7.29379e-05 0.00110029 7.11715e-05
400 0.00127986 7.67607e-05 0.00108647 7.07234e-05
410 0.00129827 7.7311e-05 0.000985192 6.73464e-05
420 0.00119699 7.4234e-05 0.00115093 7.27909e-05
430 0.00128906 7.70363e-05 0.000975985 6.70309e-05
440 0.00114635 7.26467e-05 0.000966778 6.6714e-05
450 0.00112333 7.19137e-05 0.00107266 7.02725e-05
460 0.00116936 7.33725e-05 0.000879307 6.36244e-05
470 0.0013351 7.83999e-05 0.000966777 6.6714e-05
480 0.00114174 7.25007e-05 0.000948363 6.60756e-05
490 0.00117397 7.35168e-05 0.000943759 6.5915e-05
500 0.00106348 6.99717e-05 0.000989796 6.75035e-05
510 0.0010911 7.08746e-05 0.000966778 6.6714e-05
520 0.00116016 7.30831e-05 0.000948363 6.60756e-05
530 0.00117397 7.35168e-05 0.000975985 6.70309e-05
540 0.00103585 6.9057e-05 0.000929948 6.54309e-05
550 0.00108189 7.05749e-05 0.000939155 6.5754e-05
560 0.00116937 7.33725e-05 0.000966778 6.6714e-05
570 0.00119238 7.40912e-05 0.000966777 6.6714e-05
580 0.00112333 7.19136e-05 0.000939155 6.5754e-05
590 0.00113253 7.22078e-05 0.000943759 6.5915e-05
600 0.00126144 7.62065e-05 0.000975985 6.70309e-05
610 0.00136733 7.93404e-05 0.000943759 6.5915e-05
620 0.00139495 8.01379e-05 0.000975985 6.70309e-05
630 0.00142257 8.09274e-05 0.000943759 6.5915e-05
640 0.00131669 7.78573e-05 0.00104044 6.92088e-05
650 0.00127986 7.67607e-05 0.00113711 7.23529e-05
660 0.00142257 8.09274e-05 0.000902326 6.44518e-05
670 0.00128446 7.68986e-05 0.000971381 6.68726e-05
680 0.0015745 8.51392e-05 0.000980589 6.71888e-05
690 0.00142718 8.10583e-05 0.000985192 6.73464e-05
700 0.00139956 8.027e-05 0.000985193 6.73464e-05
710 0.00140416 8.04019e-05 0.00095757 6.63956e-05
720 0.00139035 8.00055e-05 0.000851685 6.26171e-05
730 0.00162054 8.63749e-05 0.00104044 6.92088e-05
740 0.00158831 8.55118e-05 0.00106346 6.99702e-05
750 0.0014548 8.18389e-05 0.000888515 6.39567e-05
760 0.00147322 8.23553e-05 0.00106806 7.01215e-05
770 0.00158371 8.53878e-05 0.00104964 6.95144e-05
780 0.00129367 7.71737e-05 0.00105425 6.96667e-05
790 0.00134431 7.86698e-05 0.0009944 6.76603e-05
800 0.00134431 7.86698e-05 0.00109568 7.10225e-05
810 0.00138574 7.98729e-05 0.00107266 7.02725e-05
