14077	0.047303	14077	0.0473
14127	0.047553	14127	0.047553
14152	0.049764	14152	0.049757
14182	0.049833	14182	0.049823
14206	0.046776	14206	0.046779
14238	0.047437	14238	0.047441
14356	0.048795	14356	0.048792
14397	0.050365	14397	0.050358
14432	0.048589	14432	0.048587
14535	0.049873	14535	0.049871
14563	0.046865	14563	0.046863
14592	0.048534	14592	0.048535
14618	0.049749	14618	0.049752
14643	0.048198	14643	0.048202
14688	0.047891	14688	0.047891
14718	0.049478	14718	0.049478
14759	0.051488	14759	0.051484
14888	0.04854	14888	0.048544
14912	0.047582	14912	0.047571
14968	0.050205	14968	0.050205
15102	0.047548	15102	0.047569
15127	0.044341	15127	0.044341
15172	0.050017	15172	0.050019
15234	0.045145	15234	0.045147
15258	0.049229	15258	0.049219
15285	0.04479	15285	0.044794
15309	0.053778	15309	0.053773
15333	0.051308	15333	0.051312
15448	0.051221	15448	0.051214
15488	0.047618	15488	0.047621
15512	0.051742	15512	0.051745
15540	0.052402	15540	0.052403
15564	0.049951	15564	0.04996
15591	0.047516	15591	0.047518
15615	0.048104	15615	0.048099
15667	0.049679	15667	0.049678
15691	0.049547	15691	0.049545
15715	0.049759	15715	0.049761
15740	0.050008	15740	0.050008
15764	0.049237	15764	0.049228
15790	0.048545	15790	0.048549
15818	0.051694	15818	0.051693
15842	0.048455	15842	0.048458
15867	0.050171	15867	0.050177
15891	0.047738	15891	0.047744
15943	0.049916	15943	0.049909
16097	0.049889	16097	0.049888
16121	0.051375	16121	0.051382
16145	0.053237	16145	0.053239
16169	0.045981	16169	0.045987
16193	0.0483	16193	0.048303
16193	0.0483
===========================
14077	0.049317	14077	0.049314
14089	0.045552	14089	0.045549
14127	0.04646	14127	0.046459
14139	0.048698	14139	0.048698
14152	0.048129	14152	0.048119
14166	0.051697	14166	0.051694
14182	0.047801	14182	0.047791
14194	0.052002	14194	0.051992
14206	0.047559	14206	0.047558
14224	0.046364	14224	0.046369
14238	0.046017	14238	0.046019
14250	0.04894	14250	0.048947
14356	0.049828	14356	0.049828
14368	0.047316	14368	0.047312
